iter	likelihood	#indels	#substs	P1/#indels	P1/#substs	P1/likelihood	P1/prior_A	P1/|A|	P1/|indels|	f:pi[A]	f:pi[C]	f:pi[D]	f:pi[E]	f:pi[F]	f:pi[G]	f:pi[H]	f:pi[I]	f:pi[K]	f:pi[L]	f:pi[M]	f:pi[N]	f:pi[P]	f:pi[Q]	f:pi[R]	f:pi[S]	f:pi[T]	f:pi[V]	f:pi[W]	f:pi[Y]	sigma	prior_A	scale	scale*|T|	scale1	scale1*|T|	|A|	|T|	|indels|	posterior	prior
211	-4.0441847669090025E3	97	379	97	379	-4.0441847669090025E3	-6.923701056875503E2	641	132	7.699851391541226E-2	1.249224658541122E-2	5.329745772038645E-2	6.393861254379203E-2	4.137272535356352E-2	6.37038580862822E-2	2.4602337075846085E-2	5.893036941093162E-2	6.770431573379244E-2	8.397722844952468E-2	2.0591790880792514E-2	4.114503559743561E-2	5.651346658062438E-2	4.061087244761095E-2	4.255908195718841E-2	7.629507630936895E-2	5.467748141076382E-2	6.075400041026455E-2	1.717762071237801E-2	4.265790881863012E-2	6.968124071491756E-1	-6.923701056875503E2	9.664977442582874E-1	7.068063317153748E-1	9.664977442582874E-1	7.068063317153748E-1	641	7.313067577387822E-1	132	-4.765776295002188E3	-7.21591528093185E2
212	-4.0666375777295516E3	94	382	94	382	-4.0666375777295516E3	-6.746433673942477E2	644	138	7.96693460774637E-2	1.292556266204676E-2	5.514617605268522E-2	6.844157507679328E-2	4.280781286223166E-2	3.590082795914043E-2	2.545571345653812E-2	4.165882650120077E-2	7.005276188913186E-2	8.68901298968088E-2	2.130605424201889E-2	4.257222527674689E-2	5.8473737973632894E-2	4.201953371581676E-2	5.6465537679126536E-2	7.106930747865299E-2	7.305407219280859E-2	6.286136235814938E-2	9.091861418063407E-3	4.413757523094318E-2	6.662855623754425E-1	-6.746433673942477E2	1.0102127651592745E0	6.79302874583502E-1	1.0102127651592745E0	6.79302874583502E-1	644	6.724354492554845E-1	138	-4.762346259476686E3	-6.957086817471342E2
213	-4.0819689199060326E3	93	388	93	388	-4.0819689199060326E3	-6.67713940530335E2	641	132	7.695073772399923E-2	1.2484495371346244E-2	5.326438760757006E-2	6.610609917685152E-2	4.170441949135958E-2	5.489805968188604E-2	2.458707176869178E-2	4.0237275562254024E-2	6.766230642499539E-2	9.746910152458485E-2	2.057901404533646E-2	4.111950584372427E-2	5.647840099221917E-2	4.058567413251568E-2	5.453872780838807E-2	6.864416377534531E-2	7.056120108621185E-2	6.07163036469751E-2	8.781613981418758E-3	4.263144035432655E-2	7.177304622130901E-1	-6.67713940530335E2	4.500879203111402E-1	6.398187897083062E-1	4.500879203111402E-1	6.398187897083062E-1	641	1.4215417940255037E0	132	-4.7782275029605535E3	-6.962585830545208E2
214	-4.042403152241823E3	97	381	97	381	-4.042403152241823E3	-6.879490201949405E2	645	140	8.178689910675566E-2	1.2178664205233272E-2	5.1959576376536705E-2	6.448670609790995E-2	4.068279139461003E-2	5.355322858455669E-2	2.3984765259164716E-2	4.6628848703541365E-2	6.600479112619176E-2	9.38364408449941E-2	2.0074892438836815E-2	4.011220630552762E-2	5.5094856465838865E-2	5.3527968754680806E-2	5.320269922030116E-2	6.696259603633627E-2	7.25127241733018E-2	5.8982078976743665E-2	8.566491850775388E-3	3.586077407816342E-2	8.006207063532534E-1	-6.879490201949405E2	4.751841530209374E-1	7.129573258085086E-1	4.751841530209374E-1	7.129573258085086E-1	645	1.500381107568405E0	140	-4.766405663196246E3	-7.240025109544229E2
215	-4.056864249844656E3	96	382	96	382	-4.056864249844656E3	-6.81293377943085E2	642	134	8.329834503159671E-2	1.2403729497890722E-2	5.291980461392561E-2	6.398489569938898E-2	4.143462133236424E-2	5.454290798297178E-2	2.4428010767982882E-2	4.749056352734223E-2	5.4250087769397465E-2	9.557056584136579E-2	2.0445882349197603E-2	4.085349166319519E-2	5.611302560043706E-2	5.451718134401834E-2	5.4185900733077746E-2	6.036774833328735E-2	7.385278062057953E-2	6.007208512542633E-2	1.2744880447374452E-2	3.652349171917994E-2	7.310243353863527E-1	-6.81293377943085E2	9.350760507923137E-1	7.196389708345297E-1	9.350760507923137E-1	7.196389708345297E-1	642	7.696047505705672E-1	134	-4.769609289792712E3	-7.12745039948056E2
216	-4.05689545357139E3	93	384	93	384	-4.05689545357139E3	-6.653812751898374E2	638	126	8.329834503159671E-2	1.2403729497890722E-2	5.291980461392561E-2	6.398489569938898E-2	4.143462133236424E-2	5.454290798297178E-2	2.4428010767982882E-2	4.749056352734223E-2	5.4250087769397465E-2	9.557056584136579E-2	2.0445882349197603E-2	4.085349166319519E-2	5.611302560043706E-2	5.451718134401834E-2	5.4185900733077746E-2	6.036774833328735E-2	7.385278062057953E-2	6.007208512542633E-2	1.2744880447374452E-2	3.652349171917994E-2	7.1096928780559E-1	-6.653812751898374E2	1.3122870057409923E0	6.864171486363725E-1	1.3122870057409923E0	6.864171486363725E-1	638	5.230693785989157E-1	126	-4.751026603607158E3	-6.941311500357679E2
217	-4.046901884705819E3	96	381	96	381	-4.046901884705819E3	-6.800333725202762E2	640	130	7.072261744368687E-2	1.2686368750952996E-2	5.4125668870383704E-2	6.544289614440175E-2	3.4065958754478445E-2	5.5785757302990645E-2	2.4984642925950686E-2	4.857271365042876E-2	5.5486264702175034E-2	9.774829741385259E-2	2.0911775201533592E-2	4.178440525419497E-2	5.739165261705079E-2	5.575944444051316E-2	5.542061505930583E-2	6.174332616259047E-2	7.553563695461375E-2	6.144092578521588E-2	1.3035293382502266E-2	3.735573918317781E-2	6.362709419016116E-1	-6.800333725202762E2	4.5762404560625003E-1	7.20780545848608E-1	4.5762404560625003E-1	7.20780545848608E-1	640	1.5750495472626096E0	130	-4.773701191665712E3	-7.267993069598925E2
218	-4.052395840388289E3	99	380	99	380	-4.052395840388289E3	-7.055504810137294E2	645	140	7.780541655309356E-2	1.3956895840287637E-2	5.954630024868991E-2	7.156856052689133E-2	3.7477630310885794E-2	6.137264487057558E-2	2.7486829822606113E-2	5.3437222140356455E-2	6.104315838657232E-2	1.0753769123005469E-1	2.3006068486018872E-2	4.5969071475819925E-2	3.166186205658383E-2	3.240372258107415E-2	6.09709339979025E-2	6.792685826820599E-2	5.048712657529184E-2	6.090436276027888E-2	1.4340764923257344E-2	4.10968789455532E-2	7.487689470249821E-1	-7.055504810137294E2	1.1268689515926646E0	6.613733822511366E-1	1.1268689515926646E0	6.613733822511366E-1	645	5.869124189786061E-1	140	-4.783723265877609E3	-7.313274254893204E2
219	-4.0585513943150195E3	94	383	94	383	-4.0585513943150195E3	-6.793609284674724E2	640	130	7.953303663507252E-2	1.426679988815448E-2	5.5584307063411484E-2	7.315769516406935E-2	2.9144650626811403E-2	6.273538564698691E-2	2.8097157500230823E-2	5.771896542900545E-2	6.239858312392465E-2	1.099254976729637E-1	2.351690369113223E-2	4.782882644663312E-2	3.236489368529409E-2	3.312322675368838E-2	6.232475503836839E-2	6.928918963980629E-2	5.160816130034043E-2	6.225670562850309E-2	1.4659192541409771E-2	3.0466066524193213E-2	4.756679251356885E-1	-6.793609284674724E2	8.742893346227344E-1	7.012140786696822E-1	8.742893346227344E-1	7.012140786696822E-1	640	8.020389256747184E-1	130	-4.767974164174859E3	-7.094227698598389E2
220	-4.066288137210569E3	94	382	94	382	-4.066288137210569E3	-6.759922790076688E2	643	135	7.991762132624186E-2	1.4335787482003513E-2	5.585308686197405E-2	7.351145167572411E-2	2.9285580571583657E-2	6.303874472813378E-2	2.8233022256527546E-2	6.573828780066007E-2	6.27003135850691E-2	1.1045704613839158E-1	1.7168527668461463E-2	4.806010435611833E-2	3.2521395224394116E-2	3.328339523801332E-2	6.262612850130574E-2	6.962423986203367E-2	4.924127524318213E-2	5.9060527696691685E-2	1.4730077563217725E-2	3.0613386220272622E-2	5.069775755503367E-1	-6.759922790076688E2	1.1072073253630008E0	6.827402778133949E-1	1.1072073253630008E0	6.827402778133949E-1	643	6.166327318955884E-1	135	-4.768566302381834E3	-7.022781651712652E2
221	-4.0915333637877234E3	92	387	92	387	-4.0915333637877234E3	-6.620337536590906E2	639	128	9.975379838198E-2	1.4119286256153437E-2	5.500958511585035E-2	7.240127063950323E-2	2.8843305314543297E-2	6.2086724092586275E-2	2.7806642893994163E-2	6.474549825826521E-2	5.8000626153121425E-2	1.0878890715943693E-1	1.6909245972849762E-2	4.7334293407773544E-2	2.984207590989568E-2	3.278074438060291E-2	6.168033925828034E-2	6.85727640852106E-2	4.849762607386003E-2	5.816858669507333E-2	1.4507621709062049E-2	3.0151058241957435E-2	5.987460784474159E-1	-6.620337536590906E2	7.180838059307126E-1	6.934003040013023E-1	7.180838059307126E-1	6.934003040013023E-1	639	9.656258758023125E-1	128	-4.786096812396566E3	-6.945634486088425E2
222	-4.0887688882324132E3	91	388	91	388	-4.0887688882324132E3	-6.678014119311092E2	639	127	9.764275785603382E-2	1.382048675209807E-2	5.913441536344743E-2	7.615291954878306E-2	4.011970747922099E-2	6.077281331616851E-2	2.7740183934941286E-2	6.337532115310482E-2	5.677318745579347E-2	1.0648666107445523E-1	1.6551403924818773E-2	4.6332581059255216E-2	2.7391439901728893E-2	3.208702162537361E-2	6.037502860404604E-2	6.712159243753352E-2	4.747129468884285E-2	5.693759353148372E-2	1.4200604052995941E-2	2.951298623987482E-2	6.250221303490427E-1	-6.678014119311092E2	8.283791106637048E-1	7.40970766619507E-1	8.283791106637048E-1	7.40970766619507E-1	639	8.944826795859622E-1	127	-4.785336909971358E3	-6.965680217389447E2
